GeneID	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Plastic.rep1	Plastic.rep2	Matrigel.rep1	Matrigel.rep2	Plastic.TPM	Matrigel.TPM
ENSG00000100888	CHD8	1.6994	4.1857	2.6490	1.5801	1.141E-01	1.307E-01	0.0000	0.0000	5.8345	0.9632	19.51	22.60
ENSG00000253132	IGHV3-62	1.6994	4.1857	2.6490	1.5801	1.141E-01	1.307E-01	0.0000	0.0000	5.8345	0.9632	0.00	0.00
ENSG00000172915	NBEA	55.3901	-0.4451	0.2831	-1.5722	1.159E-01	1.328E-01	67.7475	59.9700	43.7588	50.0843	22.55	3.34
ENSG00000175183	CSRP2	2.8340	-4.9917	3.1758	-1.5718	1.160E-01	1.329E-01	0.9963	10.3397	0.0000	0.0000	24.87	20.10
ENSG00000249228	AC068944.1	1.6878	4.1770	2.6589	1.5709	1.162E-01	1.331E-01	0.0000	0.0000	0.9724	5.7790	0.00	0.00
ENSG00000119042	SATB2	4.6549	1.8332	1.1670	1.5709	1.162E-01	1.331E-01	0.9963	3.1019	7.7793	6.7421	15.48	4.80
ENSG00000288786	ENSG00000288786	9.0777	1.1700	0.7468	1.5666	1.172E-01	1.342E-01	4.9814	6.2038	8.7518	16.3737	0.00	0.00
ENSG00000232284	GNG12-AS1	45.8913	0.5319	0.3402	1.5635	1.179E-01	1.350E-01	39.8515	35.1548	71.9589	36.6000	7.17	0.86
ENSG00000288711	ENSG00000288711	10.9878	-1.0214	0.6587	-1.5505	1.210E-01	1.385E-01	13.9480	15.5095	4.8621	9.6316	0.84	0.00
ENSG00000159200	RCAN1	10.9878	-1.0214	0.6587	-1.5505	1.210E-01	1.385E-01	13.9480	15.5095	4.8621	9.6316	487.11	25.60
ENSG00000287172	ENSG00000287172	2.5013	-3.2275	2.0944	-1.5410	1.233E-01	1.411E-01	6.9740	2.0679	0.0000	0.9632	0.00	0.00
ENSG00000152818	UTRN	73.0576	-0.3831	0.2499	-1.5331	1.253E-01	1.433E-01	83.6881	81.6832	71.9589	54.9001	15.00	3.06
ENSG00000237451	CDK2AP2P2	3.7630	-2.0646	1.3515	-1.5276	1.266E-01	1.448E-01	6.9740	5.1698	1.9448	0.9632	0.00	0.00
ENSG00000184523	PTGER4P2	3.7630	-2.0646	1.3515	-1.5276	1.266E-01	1.448E-01	6.9740	5.1698	1.9448	0.9632	0.00	0.00
ENSG00000293074	ENSG00000293074	3.7630	-2.0646	1.3515	-1.5276	1.266E-01	1.448E-01	6.9740	5.1698	1.9448	0.9632	0.00	0.00
ENSG00000285702	AC211476.5	3.1701	2.3913	1.5729	1.5203	1.284E-01	1.468E-01	0.9963	1.0340	5.8345	4.8158	4.02	1.16
ENSG00000275976	SPDYE11	3.1701	2.3913	1.5729	1.5203	1.284E-01	1.468E-01	0.9963	1.0340	5.8345	4.8158	0.58	0.00
ENSG00000180011	PTGR3	13.8080	0.8886	0.5854	1.5178	1.291E-01	1.475E-01	5.9777	13.4415	18.4759	17.3369	33.13	22.05
ENSG00000257452	AC004551.1	5.1448	1.6072	1.0645	1.5099	1.311E-01	1.498E-01	1.9926	3.1019	7.7793	7.7053	0.00	0.00
ENSG00000249899	ITGA2-AS1	22.9246	0.6600	0.4384	1.5055	1.322E-01	1.511E-01	16.9369	18.6114	30.1450	26.0053	0.13	0.12
ENSG00000105989	WNT2	29.0659	0.5793	0.3895	1.4875	1.369E-01	1.564E-01	25.9034	20.6793	35.0070	34.6737	0.00	0.00
ENSG00000119772	DNMT3A	54.0233	0.4249	0.2864	1.4837	1.379E-01	1.575E-01	49.8143	42.3926	63.2072	60.6790	12.46	4.43
ENSG00000293321	ENSG00000293321	11.9368	-0.9309	0.6289	-1.4802	1.388E-01	1.586E-01	19.9257	11.3736	7.7793	8.6684	0.00	0.00
ENSG00000278757	U6	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000268020	OR4G4P	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.08	0.00
ENSG00000135749	PCNX2	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	5.45	1.45
ENSG00000206199	ANKUB1	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	3.01	1.23
ENSG00000051382	PIK3CB	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	46.39	15.96
ENSG00000222792	RNU6-860P	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000231171	LINC01098	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000266690	MIR4274	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000184985	SORCS2	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.27	0.05
ENSG00000250049	AC114316.2	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000175449	RFESD	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	2.29	1.11
ENSG00000145757	SPATA9	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.47	0.11
ENSG00000253577	AC104211.2	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000248858	FLJ46284	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.09	0.00
ENSG00000254639	AC116021.1	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000289990	ENSG00000289990	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000138336	TET1	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.38	0.33
ENSG00000257239	AC090630.1	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000283361	CFAP97D2	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000283347	AL160396.1	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000257957	QRSL1P3	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.15	0.10
ENSG00000047578	KATNIP	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	10.35	6.66
ENSG00000185813	PCYT2	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	28.60	42.26
ENSG00000198646	NCOA6	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	18.82	16.20
ENSG00000280350	LINC01726	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000286803	ENSG00000286803	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000269813	AC010336.6	1.5321	-4.1043	2.7781	-1.4774	1.396E-01	1.588E-01	1.9926	4.1359	0.0000	0.0000	0.00	0.00
ENSG00000174175	SELP	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000287505	ENSG00000287505	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000261795	AC093627.7	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.02	0.00
ENSG00000091136	LAMB1	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	393.22	92.41
ENSG00000165195	PIGA	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	21.92	5.09
ENSG00000137076	TLN1	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	77.40	77.83
ENSG00000186166	CENATAC	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	11.22	5.95
ENSG00000118181	RPS25	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	1635.70	1458.45
ENSG00000196655	TRAPPC4	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	33.83	74.24
ENSG00000283704	MIR3656	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000134954	ETS1	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	83.29	30.60
ENSG00000204842	ATXN2	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	34.97	18.08
ENSG00000110852	CLEC2B	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000256436	TAS2R31	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.49	0.00
ENSG00000225674	IPO7P2	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.17	0.06
ENSG00000231475	IGHV4-31	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000283273	AC138649.5	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000277867	AC138649.4	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000261759	AC099518.5	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	5.03	1.49
ENSG00000261427	AC099518.3	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000205730	ITPRIPL2	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	30.28	22.55
ENSG00000186204	CYP4F12	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.00	0.00
ENSG00000266936	AC011442.1	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.37	0.52
ENSG00000276757	RN7SL192P	1.5227	-4.0965	2.7774	-1.4749	1.402E-01	1.589E-01	2.9889	3.1019	0.0000	0.0000	0.47	0.66
ENSG00000178234	GALNT11	10.5729	0.9824	0.6668	1.4734	1.406E-01	1.593E-01	6.9740	7.2378	15.5587	12.5211	38.13	34.18
ENSG00000075945	KIFAP3	1.5415	-4.1123	2.8113	-1.4628	1.435E-01	1.620E-01	0.9963	5.1698	0.0000	0.0000	18.64	12.18
ENSG00000200034	RNU4-73P	1.5415	-4.1123	2.8113	-1.4628	1.435E-01	1.620E-01	0.9963	5.1698	0.0000	0.0000	0.00	0.00
ENSG00000233153	UBE2E2-DT	1.5415	-4.1123	2.8113	-1.4628	1.435E-01	1.620E-01	0.9963	5.1698	0.0000	0.0000	0.00	0.00
ENSG00000204681	GABBR1	1.5415	-4.1123	2.8113	-1.4628	1.435E-01	1.620E-01	0.9963	5.1698	0.0000	0.0000	42.49	11.56
ENSG00000133110	POSTN	1.5415	-4.1123	2.8113	-1.4628	1.435E-01	1.620E-01	0.9963	5.1698	0.0000	0.0000	0.00	0.00
ENSG00000170298	LGALS9B	1.5415	-4.1123	2.8113	-1.4628	1.435E-01	1.620E-01	0.9963	5.1698	0.0000	0.0000	0.00	0.00
ENSG00000096996	IL12RB1	1.5415	-4.1123	2.8113	-1.4628	1.435E-01	1.620E-01	0.9963	5.1698	0.0000	0.0000	0.03	0.02
ENSG00000287374	ENSG00000287374	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000069424	KCNAB2	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	394.22	247.73
ENSG00000117280	RAB29	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	31.89	14.27
ENSG00000285521	AC119673.1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000082126	MPP4	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.09
ENSG00000003393	ALS2	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	16.47	15.66
ENSG00000162947	LINC01931	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000085449	WDFY1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	65.39	26.97
ENSG00000272247	AC080013.5	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.10	0.27
ENSG00000272609	AC016252.1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000114054	PCCB	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	41.42	44.42
ENSG00000249854	CDH18-AS1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000196821	ILRUN	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	37.03	43.87
ENSG00000232790	LINC01162	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000105928	GSDME	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	57.97	27.63
ENSG00000185037	ZNF733P	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000290558	ZNF733P	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.08
ENSG00000274274	GAGE13	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000273567	REXO1L3P	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000293000	ENSG00000293000	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.02
ENSG00000254447	OR7E11P	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.04	0.00
ENSG00000285537	OR7E11P	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000188162	OTOG	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000236744	AC016822.1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000234091	FRMD4A-AS1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000177425	PAWR	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.13	0.18
ENSG00000120645	IQSEC3	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.01	0.00
ENSG00000256540	IQSEC3-AS1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000285834	AL356413.1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000236242	MYO16-AS1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000224743	TEX26-AS1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000102802	MEDAG	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000165525	NEMF	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	32.63	29.96
ENSG00000259430	CERS3-AS1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000285882	AC093516.1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000284675	AC116667.2	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.45	0.07
ENSG00000291266	SMG1P5	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	4.85	2.26
ENSG00000177885	GRB2	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	50.01	66.63
ENSG00000175155	YPEL2	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	9.56	1.71
ENSG00000266450	AC019183.1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000149443	SCP2D1-AS1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000101144	BMP7	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.43	0.33
ENSG00000132631	SCP2D1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000100106	TRIOBP	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	75.04	44.21
ENSG00000100101	Z83844.1	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	0.00	0.00
ENSG00000279579	LINC01666	1.5133	-4.0885	2.7993	-1.4606	1.441E-01	1.620E-01	3.9851	2.0679	0.0000	0.0000	1.48	0.61
ENSG00000274570	SPDYE10	4.4047	1.7394	1.1875	1.4648	1.430E-01	1.620E-01	1.9926	2.0679	7.7793	5.7790	2.20	0.84
ENSG00000135205	CCDC146	9.3291	1.0459	0.7230	1.4465	1.480E-01	1.663E-01	5.9777	6.2038	9.7242	15.4105	4.01	0.83
ENSG00000236751	LINC01186	15.6760	-0.7677	0.5348	-1.4354	1.512E-01	1.698E-01	21.9183	17.5774	9.7242	13.4842	0.00	0.18
ENSG00000130234	ACE2	87.6336	-0.3219	0.2245	-1.4339	1.516E-01	1.703E-01	100.6249	94.0908	78.7659	77.0527	0.03	0.00
ENSG00000133069	TMCC2	1.5038	-4.0805	2.8537	-1.4299	1.527E-01	1.714E-01	4.9814	1.0340	0.0000	0.0000	41.14	19.27
ENSG00000223349	KLF2P3	1.5038	-4.0805	2.8537	-1.4299	1.527E-01	1.714E-01	4.9814	1.0340	0.0000	0.0000	0.00	0.00
ENSG00000109854	HTATIP2	1.5038	-4.0805	2.8537	-1.4299	1.527E-01	1.714E-01	4.9814	1.0340	0.0000	0.0000	9.39	6.50
ENSG00000132256	TRIM5	1.5038	-4.0805	2.8537	-1.4299	1.527E-01	1.714E-01	4.9814	1.0340	0.0000	0.0000	5.56	4.87
ENSG00000180138	CSNK1A1L	1.5038	-4.0805	2.8537	-1.4299	1.527E-01	1.714E-01	4.9814	1.0340	0.0000	0.0000	0.00	0.00
ENSG00000267767	LINC01801	1.5038	-4.0805	2.8537	-1.4299	1.527E-01	1.714E-01	4.9814	1.0340	0.0000	0.0000	0.00	0.00
ENSG00000170667	RASA4B	23.3631	0.6450	0.4512	1.4295	1.529E-01	1.715E-01	20.9220	15.5095	20.4208	36.6000	3.80	1.74
ENSG00000267452	LINC02073	14.6611	-0.8160	0.5711	-1.4288	1.531E-01	1.717E-01	22.9146	14.4755	6.8069	14.4474	0.00	0.08
ENSG00000287669	ENSG00000287669	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.00	0.00
ENSG00000127418	FGFRL1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	11.61	16.55
ENSG00000145888	GLRA1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.04	0.00
ENSG00000223342	AL158817.1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.00	0.00
ENSG00000065833	ME1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	2.11	1.61
ENSG00000205583	STAG3L1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.00	0.00
ENSG00000290951	STAG3L1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	16.66	8.19
ENSG00000166391	MOGAT2	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.00	0.00
ENSG00000287618	ENSG00000287618	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.11	0.00
ENSG00000215009	ACSM4	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.26	0.12
ENSG00000255886	AC020611.2	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.00	0.00
ENSG00000072864	NDE1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	99.46	44.80
ENSG00000053747	LAMA3	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.64	0.62
ENSG00000166862	CACNG2	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.00	0.00
ENSG00000225741	AC245517.1	1.4517	3.9590	2.8667	1.3810	1.673E-01	1.872E-01	0.0000	0.0000	2.9173	2.8895	0.00	0.00
ENSG00000173960	UBXN2A	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	15.95	14.02
ENSG00000115604	IL18R1	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.04	0.00
ENSG00000251088	AC117473.1	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.00	0.00
ENSG00000250433	CLSTN2-AS1	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.09	0.00
ENSG00000240476	LINC00973	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.67	1.05
ENSG00000214216	IQCJ	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.00	0.00
ENSG00000170522	ELOVL6	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	2.89	1.64
ENSG00000263940	RN7SL275P	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.41	0.00
ENSG00000152583	SPARCL1	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.14	0.07
ENSG00000031003	FAM13B	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	9.51	9.63
ENSG00000287579	ENSG00000287579	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.08	0.00
ENSG00000158683	PKD1L1	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	1.15	0.30
ENSG00000201014	RNA5SP232	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.00	0.00
ENSG00000184083	FAM120C	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	7.17	5.31
ENSG00000233013	FAM157B	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.00	0.00
ENSG00000212156	RNU6-576P	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.00	0.00
ENSG00000288591	ENSG00000288591	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.00	0.00
ENSG00000111490	TBC1D30	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	0.26	0.40
ENSG00000138592	USP8	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	58.07	42.87
ENSG00000170236	USP50	1.4540	3.9610	2.8748	1.3778	1.683E-01	1.876E-01	0.0000	0.0000	3.8897	1.9263	1.05	0.86
